PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
circularly	1	1	284813 all
clannishly	1	1	284890 all
clinically	1	1	64583 all
cliquishly	1	1	284890 all
coherently	1	1	286371 all
communally	1	1	162938 all
comparably	1	1	370597 all
compatibly	1	1	287749 all
composedly	1	1	286889 all
concretely	1	1	197811 all
confusedly	1	1	294289 all
conjointly	1	1	117082 all
conjugally	1	1	499521 all
contritely	1	1	217998 all
conversely	1	1	78050 all
cortically	1	1	93618 all
creakingly	1	1	303376 all
creatively	1	1	176139 all
creditably	1	1	442384 all
crisscross	1	1	293171 all
critically	1	1	184778 all
crushingly	1	1	303534 all
culturally	1	1	135796 all
dauntingly	1	1	297943 all
dazzlingly	1	1	82039 all
decorously	1	1	304992 all
definitely	1	1	36935 all
dejectedly	1	1	299161 all
delicately	1	1	102463 all
delusively	1	1	308427 all
dementedly	1	1	80890 all
dependably	1	1	223395 all
deplorably	1	1	93270 all
derisively	1	1	301168 all
derisorily	1	1	301168 all
deservedly	1	1	301495 all
designedly	1	1	62330 all
desolately	1	1	308767 all
despicably	1	1	309249 all
detestably	1	1	309632 all
dextrously	1	1	310533 all
diagonally	1	1	310720 all
digitately	1	1	82765 all
diligently	1	1	312027 all
discreetly	1	1	372660 all
disloyally	1	1	316318 all
doubtfully	1	1	322112 all
downstairs	1	1	94396 all
downstream	1	1	97231 all
downwardly	1	1	95320 all
draggingly	1	1	513319 all
dreamfully	1	1	322757 all
droopingly	1	1	322939 all
effusively	1	1	326852 all
end-to-end	1	1	103087 all
enduringly	1	1	250363 all
engagingly	1	1	236840 all
enormously	1	1	196540 all
erotically	1	1	513675 all
ethnically	1	1	123695 all
eventually	1	1	48138 all
everyplace	1	1	25728 all
everywhere	1	1	25728 all
excitingly	1	1	332714 all
explicitly	1	1	367418 all
exultantly	1	1	227423 all
exultingly	1	1	227423 all
fabulously	1	1	32180 all
faithfully	1	1	223395 all
familiarly	1	1	336567 all
fancifully	1	1	337068 all
farcically	1	1	337206 all
favourably	1	1	230444 all
fearlessly	1	1	199687 all
fearsomely	1	1	338559 all
feverishly	1	1	141485 all
fiendishly	1	1	308916 all
first-rate	1	1	340523 all
flagrantly	1	1	340933 all
flawlessly	1	1	230996 all
flippantly	1	1	341835 all
forcefully	1	1	342351 all
forgivably	1	1	333096 all
formidably	1	1	343382 all
formlessly	1	1	343542 all
forthright	1	1	51590 all
fortissimo	1	1	344073 all
freakishly	1	1	281687 all
frenziedly	1	1	345284 all
frequently	1	1	35058 all
frontwards	1	1	74641 all
frowningly	1	1	239572 all
fruitfully	1	1	213875 all
frumpishly	1	1	322255 all
gainlessly	1	1	433120 all
generously	1	1	196692 all
gloatingly	1	1	348782 all
gorgeously	1	1	350163 all
graciously	1	1	194156 all
grievously	1	1	351238 all
grudgingly	1	1	351763 all
gruesomely	1	1	352132 all
gutturally	1	1	142227 all
habitually	1	1	210768 all
half-price	1	1	500658 all
haptically	1	1	198403 all
harmlessly	1	1	310036 all
heavenward	1	1	355509 all
hectically	1	1	345284 all
heedlessly	1	1	164150 all
helplessly	1	1	208773 all
henceforth	1	1	32863 all
hereabouts	1	1	108366 all
heretofore	1	1	27918 all
heroically	1	1	356630 all
hesitantly	1	1	146120 all
honourably	1	1	315457 all
hospitably	1	1	358686 all
humorously	1	1	359582 all
ignorantly	1	1	362134 all
immaturely	1	1	383798 all
imminently	1	1	500759 all
immodestly	1	1	239402 all
impalpably	1	1	379556 all
impeccably	1	1	183612 all
imperially	1	1	142765 all
impolitely	1	1	218681 all
imposingly	1	1	213524 all
impossibly	1	1	300682 all
impotently	1	1	208773 all
improbably	1	1	295825 all
improperly	1	1	196056 all
impudently	1	1	366490 all
indecently	1	1	247326 all
indirectly	1	1	58359 all
indolently	1	1	373096 all
inexorably	1	1	218369 all
inexpertly	1	1	274527 all
infernally	1	1	132532 all
inflexibly	1	1	341444 all
inherently	1	1	375163 all
inhumanely	1	1	359438 all
inimitably	1	1	375356 all
insensibly	1	1	411427 all
insolently	1	1	357897 all
integrally	1	1	500837 all
internally	1	1	249164 all
intrepidly	1	1	199687 all
invariably	1	1	20476 all
inveterate	1	1	141033 all
invincibly	1	1	382031 all
invitingly	1	1	195907 all
jubilantly	1	1	50297 all
lamentably	1	1	93270 all
laughingly	1	1	220223 all
lengthways	1	1	388209 all
lengthwise	1	1	388209 all
listlessly	1	1	392246 all
lopsidedly	1	1	240954 all
loweringly	1	1	508771 all
lukewarmly	1	1	389804 all
lusciously	1	1	393688 all
malapropos	1	1	376066 all
man-to-man	1	1	58749 all
manageably	1	1	390290 all
maniacally	1	1	395190 all
manifestly	1	1	39318 all
marginally	1	1	90000 all
maternally	1	1	396055 all
measurably	1	1	398204 all
measuredly	1	1	507323 all
menacingly	1	1	399802 all
mercifully	1	1	192866 all
metrically	1	1	401465 all
militarily	1	1	111016 all
mirthfully	1	1	50297 all
mistakenly	1	1	195542 all
monaurally	1	1	208111 all
mournfully	1	1	404622 all
mystically	1	1	133516 all
nationwide	1	1	407215 all
nebulously	1	1	511825 all
needlessly	1	1	195786 all
north-east	1	1	411661 all
north-west	1	1	411755 all
northwards	1	1	244043 all
noticeably	1	1	365668 all
obdurately	1	1	198845 all
obediently	1	1	317020 all
obligingly	1	1	231620 all
observably	1	1	365668 all
oftentimes	1	1	35058 all
one-on-one	1	1	44579 all
oppositely	1	1	170332 all
optionally	1	1	414619 all
ordinarily	1	1	106921 all
ostensibly	1	1	39941 all
painlessly	1	1	509702 all
pardonably	1	1	333096 all
parentally	1	1	417299 all
paternally	1	1	417947 all
peacefully	1	1	109817 all
pellucidly	1	1	389595 all
penitently	1	1	365110 all
perilously	1	1	90228 all
petulantly	1	1	216592 all
physically	1	1	115254 all
pianissimo	1	1	343938 all
pitilessly	1	1	400471 all
pleadingly	1	1	278633 all
pleasingly	1	1	425762 all
ploddingly	1	1	426005 all
poetically	1	1	131770 all
poignantly	1	1	66605 all
post-haste	1	1	260163 all
preciously	1	1	429274 all
preferably	1	1	115554 all
pressingly	1	1	430706 all
presumably	1	1	53952 all
previously	1	1	60632 all
priggishly	1	1	431503 all
prodigally	1	1	432446 all
profitably	1	1	213875 all
profoundly	1	1	173353 all
pruriently	1	1	434687 all
publically	1	1	161932 all
punctually	1	1	64691 all
punitively	1	1	435951 all
punitorily	1	1	435951 all
ramblingly	1	1	500355 all
rationally	1	1	184530 all
ravenously	1	1	360054 all
rebukingly	1	1	439847 all
recklessly	1	1	354861 all
red-handed	1	1	125602 all
regardless	1	1	118531 all
regionally	1	1	135567 all
relatively	1	1	160834 all
relevantly	1	1	440523 all
repeatedly	1	1	176880 all
reportedly	1	1	200927 all
reservedly	1	1	441649 all
restlessly	1	1	207012 all
reticently	1	1	442963 all
reverently	1	1	443461 all
reversibly	1	1	125763 all
right-down	1	1	443850 all
rightfully	1	1	223000 all
rigorously	1	1	225410 all
ruthlessly	1	1	445763 all
scathingly	1	1	446437 all
scenically	1	1	126198 all
scoffingly	1	1	301168 all
scornfully	1	1	80534 all
seasonally	1	1	447397 all
secondhand	1	1	58823 all
sedulously	1	1	227558 all
selflessly	1	1	270974 all
semiweekly	1	1	254851 all
sensuously	1	1	449166 all
separately	1	1	207668 all
shamefully	1	1	313633 all
sheepishly	1	1	451932 all
shrewishly	1	1	501063 all
sidesaddle	1	1	453333 all
singularly	1	1	455233 all
skew-whiff	1	1	272169 all
skillfully	1	1	455933 all
skittishly	1	1	456204 all
slantingly	1	1	457072 all
sluggishly	1	1	205929 all
smashingly	1	1	458932 all
snappishly	1	1	459623 all
sneakingly	1	1	459764 all
sneeringly	1	1	459905 all
snobbishly	1	1	460134 all
solitarily	1	1	461045 all
sonorously	1	1	445187 all
soothingly	1	1	461283 all
soughingly	1	1	510495 all
soullessly	1	1	462399 all
south-east	1	1	462016 all
south-west	1	1	462110 all
southwards	1	1	462954 all
spacewards	1	1	515228 all
spaciously	1	1	444832 all
speciously	1	1	463655 all
spiritedly	1	1	34746 all
sportingly	1	1	464138 all
sportively	1	1	34862 all
spotlessly	1	1	464523 all
spuriously	1	1	464714 all
stealthily	1	1	192986 all
stirringly	1	1	467016 all
stridently	1	1	469188 all
strikingly	1	1	193886 all
stubbornly	1	1	198845 all
studiously	1	1	187342 all
stunningly	1	1	209976 all
succinctly	1	1	290308 all
supposedly	1	1	154449 all
surgically	1	1	137142 all
sweepingly	1	1	472163 all
swimmingly	1	1	210446 all
taciturnly	1	1	112090 all
tactically	1	1	473548 all
tactlessly	1	1	473338 all
tastefully	1	1	474062 all
tauntingly	1	1	474487 all
temporally	1	1	127339 all
temptingly	1	1	448130 all
terminally	1	1	127449 all
thereafter	1	1	146281 all
thereunder	1	1	468326 all
thievishly	1	1	193100 all
timorously	1	1	478991 all
tirelessly	1	1	52489 all
tiresomely	1	1	215048 all
toe-to-toe	1	1	116390 all
tolerantly	1	1	380833 all
tonelessly	1	1	479366 all
touchingly	1	1	66605 all
tragically	1	1	236982 all
tranquilly	1	1	186904 all
trippingly	1	1	391308 all
tropically	1	1	481528 all
trustingly	1	1	320568 all
truthfully	1	1	400192 all
tunelessly	1	1	507219 all
tutorially	1	1	482235 all
twirlingly	1	1	221887 all
ulteriorly	1	1	516244 all
ultimately	1	1	47903 all
unarguably	1	1	483042 all
unbearably	1	1	483963 all
uncommonly	1	1	484801 all
unctuously	1	1	485765 all
undeniably	1	1	485902 all
unendingly	1	1	282858 all
unerringly	1	1	232057 all
unlawfully	1	1	251990 all
unmanfully	1	1	390816 all
unreadably	1	1	362455 all
unreliably	1	1	223635 all
unshakably	1	1	212208 all
unsociably	1	1	460604 all
unsteadily	1	1	174232 all
unsuitably	1	1	139759 all
unthinking	1	1	217245 all
unwantedly	1	1	485012 all
unwontedly	1	1	485264 all
unworthily	1	1	490226 all
up-country	1	1	490304 all
usuriously	1	1	333613 all
uxoriously	1	1	491577 all
valorously	1	1	491895 all
vauntingly	1	1	225672 all
vehemently	1	1	492414 all
vengefully	1	1	443248 all
venomously	1	1	426761 all
vertically	1	1	358516 all
vigilantly	1	1	493040 all
vigorously	1	1	181748 all
virulently	1	1	493260 all
vulnerably	1	1	493974 all
wafer-thin	1	1	516401 all
waist-deep	1	1	494128 all
waist-high	1	1	494128 all
wastefully	1	1	432446 all
watchfully	1	1	493040 all
well-timed	1	1	273752 all
wheezingly	1	1	494827 all
wondrously	1	1	183090 all
wordlessly	1	1	112090 all
worryingly	1	1	496879 all
wrathfully	1	1	497298 all
wretchedly	1	1	497432 all
wrongfully	1	1	516492 all
yearningly	1	1	389421 all
yieldingly	1	1	317020 all
youthfully	1	1	497662 all
accelerando	1	1	264927 all
adjectively	1	1	267321 all
adverbially	1	1	267435 all
advertently	1	1	153681 all
affectingly	1	1	66605 all
agonizingly	1	1	261389 all
alternately	1	1	137562 all
ambiguously	1	1	220323 all
ambitiously	1	1	262206 all
analogously	1	1	70650 all
angelically	1	1	268056 all
anomalously	1	1	271152 all
anonymously	1	1	262655 all
appallingly	1	1	261575 all
appealingly	1	1	261694 all
appreciably	1	1	6610 all
approvingly	1	1	261966 all
arbitrarily	1	1	70765 all
ascetically	1	1	266258 all
assertively	1	1	266490 all
assiduously	1	1	272305 all
attentively	1	1	196417 all
audaciously	1	1	266955 all
bacterially	1	1	129908 all
banteringly	1	1	277728 all
barbarously	1	1	277857 all
barefacedly	1	1	209518 all
beautifully	1	1	242006 all
befittingly	1	1	139508 all
believingly	1	1	296658 all
benignantly	1	1	278493 all
bilingually	1	1	129426 all
blamelessly	1	1	498747 all
bloodlessly	1	1	269299 all
boundlessly	1	1	225264 all
bounteously	1	1	279867 all
bountifully	1	1	279867 all
breadthways	1	1	280042 all
breadthwise	1	1	280042 all
breast-deep	1	1	258904 all
breast-high	1	1	258904 all
bumptiously	1	1	280593 all
canonically	1	1	512874 all
caustically	1	1	281950 all
ceaselessly	1	1	282858 all
cheerlessly	1	1	230877 all
clamorously	1	1	412708 all
classically	1	1	246934 all
cognitively	1	1	512992 all
collectedly	1	1	286889 all
colloidally	1	1	287074 all
combatively	1	1	287207 all
commendable	1	1	218886 all
commensally	1	1	243235 all
competently	1	1	185172 all
conceitedly	1	1	289421 all
conceivably	1	1	193759 all
concernedly	1	1	289748 all
confessedly	1	1	184284 all
confidently	1	1	212727 all
confidingly	1	1	320568 all
conformably	1	1	23493 all
confusingly	1	1	209227 all
congenially	1	1	302340 all
consciously	1	1	242663 all
consecutive	1	1	292349 all
consolingly	1	1	287399 all
contentedly	1	1	238169 all
continually	1	1	88931 all
convivially	1	1	302902 all
corruptedly	1	1	500015 all
courteously	1	1	218479 all
credulously	1	1	296658 all
cryptically	1	1	296836 all
customarily	1	1	211061 all
dangerously	1	1	90228 all
dauntlessly	1	1	199687 all
deceitfully	1	1	314597 all
deceivingly	1	1	82148 all
deceptively	1	1	82148 all
defectively	1	1	500104 all
defenceless	1	1	306059 all
defenseless	1	1	306059 all
delightedly	1	1	299334 all
demandingly	1	1	502447 all
demeaningly	1	1	211231 all
dexterously	1	1	310533 all
differently	1	1	113082 all
diffidently	1	1	309111 all
disgustedly	1	1	313981 all
dishonestly	1	1	314597 all
dissolutely	1	1	500447 all
divertingly	1	1	94177 all
doctrinally	1	1	320934 all
doubtlessly	1	1	79107 all
drastically	1	1	56652 all
dynamically	1	1	323666 all
ebulliently	1	1	324589 all
editorially	1	1	226891 all
effectually	1	1	325912 all
efficiently	1	1	235843 all
elaborately	1	1	84840 all
empirically	1	1	84038 all
endearingly	1	1	265298 all
enquiringly	1	1	376428 all
equivocally	1	1	220323 all
erratically	1	1	107722 all
erroneously	1	1	195542 all
essentially	1	1	3483 all
exceedingly	1	1	46299 all
excellently	1	1	182316 all
excessively	1	1	47392 all
exclusively	1	1	8600 all
expectantly	1	1	246077 all
expediently	1	1	333808 all
expensively	1	1	334040 all
exquisitely	1	1	102463 all
extensively	1	1	36609 all
facetiously	1	1	85667 all
faithlessly	1	1	335809 all
falteringly	1	1	174232 all
fanatically	1	1	336925 all
fashionably	1	1	337313 all
faultlessly	1	1	338421 all
ferociously	1	1	245402 all
financially	1	1	207127 all
forevermore	1	1	332596 all
forgetfully	1	1	342782 all
forgivingly	1	1	342904 all
fortnightly	1	1	254711 all
fortunately	1	1	42254 all
frantically	1	1	503370 all
fraternally	1	1	345070 all
frightfully	1	1	54950 all
frivolously	1	1	346428 all
fruitlessly	1	1	214084 all
furthermore	1	1	29367 all
garrulously	1	1	392875 all
genetically	1	1	123924 all
gloweringly	1	1	349587 all
grandiosely	1	1	269588 all
grotesquely	1	1	351542 all
half-hourly	1	1	352721 all
half-yearly	1	1	352816 all
hazardously	1	1	90228 all
heartlessly	1	1	355158 all
heavenwards	1	1	355509 all
hereinafter	1	1	355896 all
hilariously	1	1	182642 all
hinderingly	1	1	413387 all
humorlessly	1	1	359771 all
hundredfold	1	1	359932 all
hydraulicly	1	1	360218 all
identically	1	1	361065 all
idiotically	1	1	361566 all
idyllically	1	1	124268 all
illiberally	1	1	380675 all
illogically	1	1	363602 all
impartially	1	1	364359 all
impassively	1	1	364794 all
impatiently	1	1	173498 all
imperfectly	1	1	10047 all
imperiously	1	1	365868 all
impetuously	1	1	366778 all
implausibly	1	1	295825 all
imploringly	1	1	278633 all
imprecisely	1	1	368481 all
impregnably	1	1	368807 all
imprudently	1	1	369552 all
impulsively	1	1	366778 all
inadvisably	1	1	333808 all
inalienably	1	1	139930 all
inaugurally	1	1	501856 all
indignantly	1	1	372455 all
indubitably	1	1	373216 all
indulgently	1	1	373531 all
inelegantly	1	1	327756 all
ineluctably	1	1	208557 all
inequitably	1	1	330033 all
inescapably	1	1	208557 all
ingeniously	1	1	374804 all
ingenuously	1	1	274369 all
injuriously	1	1	124449 all
inquiringly	1	1	376428 all
inscrutably	1	1	62081 all
insensately	1	1	62250 all
inseparably	1	1	450089 all
insidiously	1	1	378212 all
insincerely	1	1	378665 all
insistently	1	1	143068 all
insuperably	1	1	379816 all
intensively	1	1	139392 all
intolerably	1	1	55518 all
intractably	1	1	58667 all
intricately	1	1	84840 all
intuitively	1	1	381557 all
inventively	1	1	381776 all
invidiously	1	1	381942 all
irreparably	1	1	514080 all
irrevocably	1	1	124529 all
judiciously	1	1	384783 all
justifiably	1	1	238674 all
justifiedly	1	1	205375 all
laboriously	1	1	385333 all
laconically	1	1	231457 all
lingeringly	1	1	391989 all
ludicrously	1	1	387017 all
maladroitly	1	1	56200 all
maliciously	1	1	201075 all
malignantly	1	1	394849 all
mandatorily	1	1	288655 all
marvelously	1	1	183090 all
masterfully	1	1	395744 all
medicinally	1	1	124933 all
mellowingly	1	1	507609 all
melodically	1	1	134613 all
melodiously	1	1	398955 all
mercilessly	1	1	400471 all
millionfold	1	1	344659 all
momentously	1	1	403249 all
municipally	1	1	130227 all
nefariously	1	1	408865 all
negligently	1	1	409090 all
nervelessly	1	1	295545 all
nocturnally	1	1	143457 all
noiselessly	1	1	462520 all
nonetheless	1	1	27384 all
nonverbally	1	1	128763 all
notoriously	1	1	410881 all
numerically	1	1	411171 all
objectively	1	1	412045 all
obnoxiously	1	1	306909 all
observantly	1	1	412596 all
observingly	1	1	412596 all
obsessively	1	1	243608 all
obstinately	1	1	198845 all
obtrusively	1	1	412889 all
officiously	1	1	413222 all
one-sidedly	1	1	253117 all
operatively	1	1	137262 all
opportunely	1	1	376266 all
osmotically	1	1	415200 all
outspokenly	1	1	415633 all
pacifically	1	1	418712 all
parochially	1	1	417671 all
penuriously	1	1	419690 all
perceptibly	1	1	365668 all
perennially	1	1	227818 all
permanently	1	1	87916 all
permissibly	1	1	86926 all
perplexedly	1	1	420525 all
pertinently	1	1	421098 all
pervasively	1	1	421324 all
pictorially	1	1	23958 all
piratically	1	1	424459 all
placatingly	1	1	425223 all
plaintively	1	1	425453 all
plastically	1	1	225563 all
pleasurably	1	1	228546 all
plenteously	1	1	279867 all
plentifully	1	1	279867 all
point-blank	1	1	423471 all
pointlessly	1	1	426628 all
poisonously	1	1	426761 all
polemically	1	1	302622 all
polygonally	1	1	511029 all
potentially	1	1	300891 all
powerlessly	1	1	428493 all
practicably	1	1	428572 all
predictably	1	1	429815 all
presciently	1	1	430261 all
presentably	1	1	430520 all
prestissimo	1	1	423749 all
principally	1	1	73897 all
prominently	1	1	208390 all
promisingly	1	1	433514 all
prosaically	1	1	433637 all
providently	1	1	369132 all
provokingly	1	1	434354 all
psychically	1	1	207252 all
punishingly	1	1	435872 all
purportedly	1	1	154449 all
quaveringly	1	1	509145 all
querulously	1	1	419144 all
quizzically	1	1	437976 all
rallentando	1	1	423888 all
rapaciously	1	1	439393 all
rapturously	1	1	325139 all
ravishingly	1	1	439550 all
receptively	1	1	439930 all
recurrently	1	1	514889 all
regretfully	1	1	424313 all
regrettably	1	1	42769 all
reluctantly	1	1	91259 all
repellently	1	1	441043 all
repellingly	1	1	441043 all
repentantly	1	1	365110 all
reprovingly	1	1	163076 all
repulsively	1	1	309632 all
resentfully	1	1	441436 all
responsibly	1	1	106503 all
retentively	1	1	442884 all
revoltingly	1	1	314141 all
rewardingly	1	1	125906 all
righteously	1	1	443948 all
sagaciously	1	1	272587 all
salaciously	1	1	386474 all
satirically	1	1	210342 all
sceptically	1	1	446593 all
screamingly	1	1	446946 all
searchingly	1	1	447237 all
second-best	1	1	447688 all
secondarily	1	1	138291 all
secretively	1	1	447865 all
seductively	1	1	448130 all
selectively	1	1	448282 all
semimonthly	1	1	255181 all
sensitively	1	1	377864 all
shamelessly	1	1	209518 all
shapelessly	1	1	451806 all
sickeningly	1	1	314141 all
simperingly	1	1	454869 all
skeptically	1	1	446593 all
sleeplessly	1	1	458141 all
slightingly	1	1	317562 all
slouchingly	1	1	458721 all
somnolently	1	1	323049 all
soundlessly	1	1	462520 all
spherically	1	1	143621 all
spiritually	1	1	211517 all
squeamishly	1	1	464878 all
startlingly	1	1	465764 all
statutorily	1	1	465873 all
steadfastly	1	1	50817 all
stock-still	1	1	467269 all
strenuously	1	1	90733 all
stringently	1	1	469302 all
sumptuously	1	1	414884 all
surprisedly	1	1	472068 all
talkatively	1	1	392875 all
tastelessly	1	1	474217 all
temporarily	1	1	88303 all
tenaciously	1	1	235701 all
tentatively	1	1	179212 all
thenceforth	1	1	146281 all
theretofore	1	1	502228 all
therewithal	1	1	468587 all
torturously	1	1	261389 all
transiently	1	1	480195 all
treasonably	1	1	335809 all
tremulously	1	1	480929 all
trenchantly	1	1	481054 all
unabashedly	1	1	5453 all
unadvisedly	1	1	354781 all
unalterably	1	1	482810 all
unanimously	1	1	106316 all
unashamedly	1	1	209518 all
unavoidably	1	1	208557 all
unbeknownst	1	1	484062 all
unceasingly	1	1	282858 all
undesirably	1	1	485012 all
undoubtedly	1	1	79107 all
unethically	1	1	330709 all
unfailingly	1	1	113834 all
unfavorably	1	1	230581 all
unfeignedly	1	1	378365 all
unhelpfully	1	1	184131 all
unhurriedly	1	1	206749 all
uninvitedly	1	1	485155 all
universally	1	1	195342 all
unknowingly	1	1	237833 all
unmemorably	1	1	399702 all
unmindfully	1	1	153865 all
unmusically	1	1	405389 all
unpalatably	1	1	416855 all
unselfishly	1	1	327249 all
unsmilingly	1	1	459193 all
unsparingly	1	1	446437 all
unspeakably	1	1	371853 all
unthinkably	1	1	488287 all
untypically	1	1	128290 all
unutterably	1	1	371853 all
unwillingly	1	1	305431 all
unwittingly	1	1	237833 all
vanishingly	1	1	501750 all
vexatiously	1	1	516322 all
vicariously	1	1	492900 all
vivaciously	1	1	493494 all
voluntarily	1	1	231765 all
voraciously	1	1	493732 all
wheresoever	1	1	495377 all
whimsically	1	1	337068 all
wholesomely	1	1	495129 all
witheringly	1	1	496555 all
wonderfully	1	1	183090 all
wonderingly	1	1	357692 all
worthlessly	1	1	497219 all
abstemiously	1	1	264555 all
abstractedly	1	1	66190 all
academically	1	1	121286 all
acoustically	1	1	134843 all
additionally	1	1	46167 all
adjectivally	1	1	512691 all
adulterously	1	1	134964 all
aggressively	1	1	49947 all
amateurishly	1	1	214433 all
analytically	1	1	240533 all
anarchically	1	1	240865 all
anatomically	1	1	64083 all
antecedently	1	1	60632 all
appositively	1	1	121413 all
artificially	1	1	140566 all
artistically	1	1	248375 all
attractively	1	1	242006 all
auspiciously	1	1	217434 all
avariciously	1	1	276391 all
beneficially	1	1	278366 all
benevolently	1	1	394593 all
beseechingly	1	1	278633 all
bewilderedly	1	1	194834 all
bewitchingly	1	1	278834 all
biologically	1	1	133613 all
boisterously	1	1	221287 all
breathlessly	1	1	219748 all
calumniously	1	1	456790 all
centennially	1	1	283454 all
chivalrously	1	1	284489 all
climatically	1	1	286026 all
coincidently	1	1	510629 all
collectively	1	1	117082 all
colloquially	1	1	286667 all
comfortingly	1	1	287399 all
commercially	1	1	77497 all
complacently	1	1	287940 all
compulsively	1	1	243608 all
compulsorily	1	1	288655 all
conceptually	1	1	289586 all
conclusively	1	1	92985 all
concurrently	1	1	120223 all
confoundedly	1	1	420525 all
considerably	1	1	14285 all
consistently	1	1	120474 all
contagiously	1	1	302477 all
contemptibly	1	1	80445 all
contextually	1	1	510852 all
conveniently	1	1	197395 all
convincingly	1	1	192511 all
convulsively	1	1	198531 all
coordinately	1	1	499933 all
coquettishly	1	1	303034 all
cosmetically	1	1	78187 all
courageously	1	1	172980 all
cross-legged	1	1	292021 all
cumulatively	1	1	291083 all
curvaceously	1	1	237278 all
decipherably	1	1	362276 all
decoratively	1	1	78330 all
delightfully	1	1	299448 all
demoniacally	1	1	106036 all
demonstrably	1	1	308559 all
depressingly	1	1	82575 all
despairingly	1	1	301840 all
despitefully	1	1	309351 all
despondently	1	1	301840 all
diabolically	1	1	308916 all
didactically	1	1	311651 all
disagreeably	1	1	312603 all
disastrously	1	1	313092 all
discordantly	1	1	236164 all
discursively	1	1	500355 all
disgustingly	1	1	314141 all
disjointedly	1	1	315918 all
dispiritedly	1	1	317766 all
disregarding	1	1	118531 all
disreputably	1	1	319079 all
disruptively	1	1	82842 all
distractedly	1	1	307790 all
disturbingly	1	1	320777 all
dogmatically	1	1	321015 all
ecologically	1	1	324976 all
ecstatically	1	1	325139 all
effortlessly	1	1	196999 all
electrically	1	1	128989 all
elementarily	1	1	326770 all
emphatically	1	1	36935 all
enchantingly	1	1	278834 all
endogenously	1	1	513593 all
entreatingly	1	1	278633 all
episodically	1	1	141405 all
esthetically	1	1	261231 all
evenhandedly	1	1	106759 all
exhaustively	1	1	57257 all
exorbitantly	1	1	333613 all
expressively	1	1	334870 all
felicitously	1	1	339318 all
figuratively	1	1	340006 all
flamboyantly	1	1	341051 all
forbiddingly	1	1	342213 all
forthrightly	1	1	51590 all
fortuitously	1	1	42254 all
fraudulently	1	1	345149 all
frenetically	1	1	106036 all
functionally	1	1	345659 all
geologically	1	1	347717 all
geothermally	1	1	127952 all
gluttonously	1	1	349855 all
gratifyingly	1	1	183464 all
gratuitously	1	1	350704 all
gregariously	1	1	350930 all
harmonically	1	1	134727 all
harmoniously	1	1	353590 all
harum-scarum	1	1	163991 all
head-to-head	1	1	408632 all
heavenwardly	1	1	355509 all
hebdomadally	1	1	81591 all
henceforward	1	1	32863 all
hereinbefore	1	1	356151 all
hermetically	1	1	356515 all
hesitatingly	1	1	146120 all
horizontally	1	1	358342 all
horrifyingly	1	1	247459 all
humourlessly	1	1	359771 all
hygienically	1	1	360414 all
hypnotically	1	1	513751 all
hysterically	1	1	360710 all
identifiably	1	1	361217 all
idolatrously	1	1	361998 all
immaculately	1	1	364030 all
impenitently	1	1	364916 all
imperatively	1	1	365284 all
impressively	1	1	213524 all
inaccessibly	1	1	204390 all
inaccurately	1	1	204643 all
inadequately	1	1	369869 all
incautiously	1	1	282444 all
incestuously	1	1	142865 all
incoherently	1	1	286518 all
incomparably	1	1	370421 all
incompatibly	1	1	287842 all
incompletely	1	1	157811 all
increasingly	1	1	59854 all
indecorously	1	1	305153 all
indefinitely	1	1	203783 all
indigenously	1	1	58491 all
indiscreetly	1	1	372914 all
indistinctly	1	1	211815 all
individually	1	1	207668 all
industrially	1	1	124346 all
ineloquently	1	1	328025 all
inextricably	1	1	373855 all
infectiously	1	1	302477 all
infrequently	1	1	374520 all
ingloriously	1	1	313633 all
inhospitably	1	1	358832 all
iniquitously	1	1	375513 all
inordinately	1	1	46863 all
intelligibly	1	1	202341 all
interminably	1	1	283235 all
irrationally	1	1	184651 all
irregardless	1	1	118727 all
irrelevantly	1	1	382749 all
irresistibly	1	1	239688 all
irresolutely	1	1	241757 all
irrespective	1	1	118531 all
irreversibly	1	1	383428 all
irritatingly	1	1	514190 all
languorously	1	1	386181 all
lasciviously	1	1	386474 all
licentiously	1	1	388944 all
loquaciously	1	1	392875 all
lugubriously	1	1	393370 all
majestically	1	1	394462 all
malevolently	1	1	394722 all
managerially	1	1	395038 all
marvellously	1	1	183090 all
meanderingly	1	1	397197 all
meaningfully	1	1	397327 all
meditatively	1	1	398644 all
mendaciously	1	1	399974 all
methodically	1	1	173884 all
meticulously	1	1	194037 all
miraculously	1	1	402764 all
misleadingly	1	1	82148 all
monotonously	1	1	403325 all
mordaciously	1	1	99228 all
motionlessly	1	1	404311 all
munificently	1	1	196692 all
mysteriously	1	1	296836 all
neglectfully	1	1	409009 all
neurotically	1	1	409327 all
nevertheless	1	1	27384 all
non-verbally	1	1	128763 all
nonlexically	1	1	136761 all
nonviolently	1	1	223979 all
obsequiously	1	1	412409 all
occasionally	1	1	21212 all
oppressively	1	1	414031 all
ornamentally	1	1	207481 all
outlandishly	1	1	415496 all
parenterally	1	1	417376 all
pedantically	1	1	418985 all
pejoratively	1	1	419283 all
peradventure	1	1	300247 all
perceptively	1	1	419795 all
perceptually	1	1	419876 all
peremptorily	1	1	365284 all
perfidiously	1	1	420121 all
periodically	1	1	212974 all
peripherally	1	1	114932 all
